company_id,company_name,country,industry,size_bin,source,signal_type,signal_strength,ts,url,title,text_snippet
,,,,,news,news,1.0,2025-09-30T12:10:00+00:00,https://news.google.com/rss/articles/CBMitAFBVV95cUxNbVdUaEpGdTBMSFY1QlpDWFNlOUN5OURYdDFlTHdDMkxoY1lhTF9ubVNxSlh2UkkyM0VTQ1JxdHFITWpXX3NvbW02MXVYMGJsYTJPY3E0bjVxbkhhUW8wSXNCQS13UnBfVzdZUWdVZVlPRGQ4cTctMDVTU2Z6a2k2RmpIMHk4SURaUzFGRjRCdXQ2cE9QUlFXU2U3WXEwclJtQms1NldVbmpDUkdVZy1WajkzeTnSAboBQVVfeXFMUGNxVnU1SF93NGFIRkRXY2h4UXhCV2RJbnNkS2hOdnpxMmhkU0UwM2tfUC0zZTZQQzRMWnRDbkp1amt1V1ZvYmdFblpxMnhGY09QZHJMQzNKZ0VrZ2RjZHpuY1p0OWZRZjNmd0lZR1V6Z0dNa0NIbE5lRFRSOU03V2tDU2pIT0ZUM1ZXdG5xSmhQemJHdTlKSkp4MWxOX0pwWVZob2hHd2VtaFZQVkoyNHZGaG41LVRpMHlR?oc=5,"The Download: our thawing permafrost, and a drone-filled future - MIT Technology Review","<a href=""https://news.google.com/rss/articles/CBMitAFBVV95cUxNbVdUaEpGdTBMSFY1QlpDWFNlOUN5OURYdDFlTHdDMkxoY1lhTF9ubVNxSlh2UkkyM0VTQ1JxdHFITWpXX3NvbW02MXVYMGJsYTJPY3E0bjVxbkhhUW8wSXNCQS13UnBfVzdZUWdVZVlPRGQ4cTctMDVTU2Z6a2k2RmpIMHk4SURaUzFGRjRCdXQ2cE9QUlFXU2U3WXEwclJtQms1NldVbmpDUkdVZy1WajkzeTnSAboBQVVfeXFMUGNxVnU1SF93NGFIRkRXY2h4UXhCV2RJbnNkS2hOdnpxMmhkU0UwM2tfUC0zZTZQQzRMWnRDbkp1amt1V1ZvYmdFblpxMnhGY09QZHJMQzNKZ0VrZ2RjZHpuY1p0OWZRZjNmd0lZR1V6Z0dNa0NIbE5lRFRSOU03V2tDU2pIT0ZUM1ZXdG5xSmhQemJHdTlKSk"
,,,,,news,news,1.0,2025-09-19T07:00:00+00:00,https://news.google.com/rss/articles/CBMidEFVX3lxTE4yQWYwamhrTGhjTXV2TUV2OWJqWGtEM3M1cWh2cXBzcTVGM1k3MGVaMmxwS0c4V3hFQkdSNXl0N0VaUVNYWU1EV2ROQ08zR1hKS1hiNndmYUZLeGxDczVaOE9KRzg3Qm13TWRvLVUtRW1fVnhR?oc=5,Exclusive: Climate-tech startup Brineworks raises $5.5 million - Fortune,"<a href=""https://news.google.com/rss/articles/CBMidEFVX3lxTE4yQWYwamhrTGhjTXV2TUV2OWJqWGtEM3M1cWh2cXBzcTVGM1k3MGVaMmxwS0c4V3hFQkdSNXl0N0VaUVNYWU1EV2ROQ08zR1hKS1hiNndmYUZLeGxDczVaOE9KRzg3Qm13TWRvLVUtRW1fVnhR?oc=5"" target=""_blank"">Exclusive: Climate-tech startup Brineworks raises $5.5 million</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Fortune</font>"
,,,,,news,news,1.0,2025-10-01T01:35:16+00:00,https://news.google.com/rss/articles/CBMiugFBVV95cUxORWJEZVpfY3ZHZ2JIUmR5SHN6bVUwNEg0THk5amluVFZlQmI5ZFpOQi0zQURvcms1bmo3dVg0VE44VGJGYkI5bzkyZkdhRXBzWmJDaDk0NUtXc1c2SC1NM0laWVgxVnZLdjY0V1c0RDJCYTlJN1hZODgtOW9OMzY1dkZEcmZwa3JMWDlaSzJHMjVmY29rU2pra2lpVHY5VU5tdDZhMUtDVWhQVEwtUzc5ZUE3QlhMT25FM1E?oc=5,NRMA Insurance backs climate tech ventures with $100k Help Fund grants - Startup Daily,"<a href=""https://news.google.com/rss/articles/CBMiugFBVV95cUxORWJEZVpfY3ZHZ2JIUmR5SHN6bVUwNEg0THk5amluVFZlQmI5ZFpOQi0zQURvcms1bmo3dVg0VE44VGJGYkI5bzkyZkdhRXBzWmJDaDk0NUtXc1c2SC1NM0laWVgxVnZLdjY0V1c0RDJCYTlJN1hZODgtOW9OMzY1dkZEcmZwa3JMWDlaSzJHMjVmY29rU2pra2lpVHY5VU5tdDZhMUtDVWhQVEwtUzc5ZUE3QlhMT25FM1E?oc=5"" target=""_blank"">NRMA Insurance backs climate tech ventures with $100k Help Fund grants</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Startup Daily</font>"
,,,,,news,news,1.0,2025-06-16T07:33:06+00:00,https://news.google.com/rss/articles/CBMiY0FVX3lxTE9OZl9QdUhJcC1JZmMyTHVlYnN4MjZmRVRmLVdyX2hqcGg1TDlsZ1pTX1J1alMzLS16Q0d3SlpDYnlXaGxYNE1DRzJTOERvcDN0WTRkRHo5Y0k5ZE1iZTZVbHo3MA?oc=5,The Opportunity for Emergent Climate Tech in Africa - RMI,"<a href=""https://news.google.com/rss/articles/CBMiY0FVX3lxTE9OZl9QdUhJcC1JZmMyTHVlYnN4MjZmRVRmLVdyX2hqcGg1TDlsZ1pTX1J1alMzLS16Q0d3SlpDYnlXaGxYNE1DRzJTOERvcDN0WTRkRHo5Y0k5ZE1iZTZVbHo3MA?oc=5"" target=""_blank"">The Opportunity for Emergent Climate Tech in Africa</a>&nbsp;&nbsp;<font color=""#6f6f6f"">RMI</font>"
,,,,,news,news,1.0,2025-09-19T07:00:00+00:00,https://news.google.com/rss/articles/CBMingFBVV95cUxQSGd3MFJBdko1WERKMzd5bTBmcENlWXJxd1doRDctSDR3b29pc0xUYTJCa3pmdjl3T2kwSEt1UEZSLS10dktJR3BubHFzd2JrcVR4S0RINUpMcjZiWENiRlZOZFlyNTJGTGNfQTVXQnRTODZ4ckVVTjA2dkVsUTl3bk05SnloT2UxYmRwQmRmMExVbXRWcXFmMi13bXVyUQ?oc=5,Volo Earth Raises $135 Million for Early-Stage Climate Tech Venture Fund - ESG Today,"<a href=""https://news.google.com/rss/articles/CBMingFBVV95cUxQSGd3MFJBdko1WERKMzd5bTBmcENlWXJxd1doRDctSDR3b29pc0xUYTJCa3pmdjl3T2kwSEt1UEZSLS10dktJR3BubHFzd2JrcVR4S0RINUpMcjZiWENiRlZOZFlyNTJGTGNfQTVXQnRTODZ4ckVVTjA2dkVsUTl3bk05SnloT2UxYmRwQmRmMExVbXRWcXFmMi13bXVyUQ?oc=5"" target=""_blank"">Volo Earth Raises $135 Million for Early-Stage Climate Tech Venture Fund</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ESG Today</font>"
,,,,,news,news,1.0,2025-09-30T09:34:29+00:00,https://news.google.com/rss/articles/CBMimgFBVV95cUxNdmM3d3dhM2ZOUDRpaHZDN291VENlZ1NiaFBNZkM1V3JSdlpMMnV4NVY5MHpQRllWT2hZNFJ6VzFOR25qdmVRZ2pET3pIcnFZQUJnNFkwX1FIcEMxTU40ZF9lamh4TVJYa2V5MU1oNV91X2VRNGtmSFRYaVFQQk5YY040YzFPeEQ5d0F2dmF6TWc5ZmNCTlFPVGF3?oc=5,Viewpoint: Why we need a more systemic approach to climate finance - Impact Investor,"<a href=""https://news.google.com/rss/articles/CBMimgFBVV95cUxNdmM3d3dhM2ZOUDRpaHZDN291VENlZ1NiaFBNZkM1V3JSdlpMMnV4NVY5MHpQRllWT2hZNFJ6VzFOR25qdmVRZ2pET3pIcnFZQUJnNFkwX1FIcEMxTU40ZF9lamh4TVJYa2V5MU1oNV91X2VRNGtmSFRYaVFQQk5YY040YzFPeEQ5d0F2dmF6TWc5ZmNCTlFPVGF3?oc=5"" target=""_blank"">Viewpoint: Why we need a more systemic approach to climate finance</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Impact Investor</font>"
,,,,,news,news,1.0,2025-07-24T07:00:00+00:00,https://news.google.com/rss/articles/CBMicEFVX3lxTE9FbEJwbF9YRC1CNVlWeUVmWjF1WmhDbVloQlg5Q01VclZJN1RFNkh0cjlBMGxDeTJwWUk1ZE1zUktENTJuY1VHM1ROTjB6YlRlallPb19DV2tQOWFkM0kyTlptaXpUYUItdXJnS2Rza0g?oc=5,Climate Tech Companies Are All Data Center Companies Now - Heatmap News,"<a href=""https://news.google.com/rss/articles/CBMicEFVX3lxTE9FbEJwbF9YRC1CNVlWeUVmWjF1WmhDbVloQlg5Q01VclZJN1RFNkh0cjlBMGxDeTJwWUk1ZE1zUktENTJuY1VHM1ROTjB6YlRlallPb19DV2tQOWFkM0kyTlptaXpUYUItdXJnS2Rza0g?oc=5"" target=""_blank"">Climate Tech Companies Are All Data Center Companies Now</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Heatmap News</font>"
,,,,,news,news,1.0,2025-08-26T23:10:55+00:00,https://news.google.com/rss/articles/CBMizAFBVV95cUxQTXBEN0RPNEZ3YkFtbjRvc1Y0am1SMEV1cjRqNEh6eTRLdmJKSHBZcjMwWGNLbF9kSjZmcGpGOEpyUjZwdUNlV29pZ3pjbDVyY0g3RXVEWm1ITWtlVkdFMlgtcW1kYktfY3Q4aTNXWTBuanZORko4aFhvZVo1N3lXZzNJS0pOYlpWNnZiRXN3b1B1NmZxWnVoREd6d3FNeWFsR19FZTRmdk42Ums0NE1UbU9BTzlSc1lONlJNdWNZc1RweHRyTGdhM1hibUk?oc=5,RMI Welcomes 18 Climate Tech Startups from Six Countries to Climate Tech Accelerator Third Derivative - RMI,"<a href=""https://news.google.com/rss/articles/CBMizAFBVV95cUxQTXBEN0RPNEZ3YkFtbjRvc1Y0am1SMEV1cjRqNEh6eTRLdmJKSHBZcjMwWGNLbF9kSjZmcGpGOEpyUjZwdUNlV29pZ3pjbDVyY0g3RXVEWm1ITWtlVkdFMlgtcW1kYktfY3Q4aTNXWTBuanZORko4aFhvZVo1N3lXZzNJS0pOYlpWNnZiRXN3b1B1NmZxWnVoREd6d3FNeWFsR19FZTRmdk42Ums0NE1UbU9BTzlSc1lONlJNdWNZc1RweHRyTGdhM1hibUk?oc=5"" target=""_blank"">RMI Welcomes 18 Climate Tech Startups from Six Countries to Climate Tech Accelerator Third Derivative</a>&nbsp;&nbsp;<font color=""#6f6f6f"">RMI</font>"
,,,,,news,news,1.0,2025-09-29T04:07:30+00:00,https://news.google.com/rss/articles/CBMicEFVX3lxTE5nSDBkV0xOV2tqWUc2ZUFsdGhzTDlWT2pwYm1ycjhtakJ2SmY3c0JjN2tmMEdETGR0OVJNaDM5MW5zUUxyeTVCQm5iTFhxNDN3d3pfQWRSWmNvQmo2RTFEcnpuOHlZMnFySFFnZm5sWEE?oc=5,How spreading rocks on fields could combat climate change - Financial Times,"<a href=""https://news.google.com/rss/articles/CBMicEFVX3lxTE5nSDBkV0xOV2tqWUc2ZUFsdGhzTDlWT2pwYm1ycjhtakJ2SmY3c0JjN2tmMEdETGR0OVJNaDM5MW5zUUxyeTVCQm5iTFhxNDN3d3pfQWRSWmNvQmo2RTFEcnpuOHlZMnFySFFnZm5sWEE?oc=5"" target=""_blank"">How spreading rocks on fields could combat climate change</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Financial Times</font>"
,,,,,news,news,1.0,2025-09-09T07:00:00+00:00,https://news.google.com/rss/articles/CBMiwgFBVV95cUxQTzk4TVhObDhId1Z3S2t1azFFcXJNYi04cUZtTEY0ZnA2UmhqOXMwWnNWVXJnbFo1RlpMNWlPUVk0RHJFcU1vSW9lRmFUQjRlM2JQelduVWRuUXlDV0VfSnlUczRzSEQ0Y2NBdkZZWkgwTENqNlRnaDhqUlVhNG9pQ2VSb1BHWTRHbUdBRjZaZUVfMkoxR2xIb0VSNmQxNEVPRTNYVExyNWtQNmgweHZOQW1yMm5jbjZBTmJoenBIWmhwdw?oc=5,"Meet the Innovators: The New York Climate Exchange, SBU Welcome Climate Tech Fellows - Stony Brook Medicine","<a href=""https://news.google.com/rss/articles/CBMiwgFBVV95cUxQTzk4TVhObDhId1Z3S2t1azFFcXJNYi04cUZtTEY0ZnA2UmhqOXMwWnNWVXJnbFo1RlpMNWlPUVk0RHJFcU1vSW9lRmFUQjRlM2JQelduVWRuUXlDV0VfSnlUczRzSEQ0Y2NBdkZZWkgwTENqNlRnaDhqUlVhNG9pQ2VSb1BHWTRHbUdBRjZaZUVfMkoxR2xIb0VSNmQxNEVPRTNYVExyNWtQNmgweHZOQW1yMm5jbjZBTmJoenBIWmhwdw?oc=5"" target=""_blank"">Meet the Innovators: The New York Climate Exchange, SBU Welcome Climate Tech Fellows</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Stony Brook Medicine</font>"
,,,,,news,news,1.0,2025-09-30T20:25:08+00:00,https://arstechnica.com/security/2025/09/intel-and-amd-trusted-enclaves-the-backbone-of-network-security-fall-to-physical-attacks/,"Intel and AMD trusted enclaves, a foundation for network security, fall to physical attacks",The chipmakers say physical attacks aren't in the threat model. Many users didn't get the memo.
,,,,,news,news,1.0,2025-09-30T20:18:39+00:00,https://arstechnica.com/ai/2025/09/deepseek-tests-sparse-attention-to-slash-ai-processing-costs/,DeepSeek tests “sparse attention” to slash AI processing costs,Chinese lab's v3.2 release explores a technique that could make running AI far less costly.
,,,,,news,news,1.0,2025-09-30T15:12:10+00:00,https://arstechnica.com/ai/2025/09/californias-newly-signed-ai-law-just-gave-big-tech-exactly-what-it-wanted/,California’s newly signed AI law just gave Big Tech exactly what it wanted,"After the failure of S.B. 1047, new AI disclosure law drops kill switch for disclosure mandate."
,,,,,news,news,1.0,2025-09-29T22:10:27+00:00,https://arstechnica.com/ai/2025/09/anthropic-says-its-new-ai-model-maintained-focus-for-30-hours-on-multistep-tasks/,Anthropic says its new AI model “maintained focus” for 30 hours on multistep tasks,New Claude Sonnet 4.5 beats OpenAI and Google on coding tests.
,,,,,news,news,1.0,2025-09-26T22:22:13+00:00,https://arstechnica.com/ai/2025/09/can-ai-detect-hedgehogs-from-space-maybe-if-you-find-brambles-first/,Can AI detect hedgehogs from space? Maybe if you find brambles first.,Cambridge researchers use satellite-based bramble detection as a proxy for mapping hedgehog habitats.
,,,,,news,news,1.0,2025-09-25T20:30:52+00:00,https://arstechnica.com/ai/2025/09/chatgpt-pulse-delivers-morning-updates-based-on-your-chat-history/,ChatGPT Pulse delivers morning updates based on your chat history,New mobile chatbot feature analyzes conversations overnight.
,,,,,news,news,1.0,2025-09-25T18:10:50+00:00,https://arstechnica.com/information-technology/2025/09/experts-urge-caution-about-using-chatgpt-to-pick-stocks/,Experts urge caution about using ChatGPT to pick stocks,"AI-selected portfolios might perform well in a growing market, but experts warn of downturn risks."
,,,,,news,news,1.0,2025-09-25T12:43:42+00:00,https://arstechnica.com/security/2025/09/as-many-as-2-million-cisco-devices-affected-by-actively-exploited-0-day/,As many as 2 million Cisco devices affected by actively exploited 0-day,Search shows 2 million vulnerable Cisco SNMP interfaces exposed to the Internet.
,,,,,news,news,1.0,2025-09-24T16:06:03+00:00,https://arstechnica.com/ai/2025/09/why-does-openai-need-six-giant-data-centers/,Why does OpenAI need six giant data centers?,OpenAI's new $400 billion announcement reveals both growing AI demand and circular investments.
,,,,,news,news,1.0,2025-09-24T11:15:06+00:00,https://arstechnica.com/security/2025/09/supermicro-server-motherboards-can-be-infected-with-unremovable-malware/,Supermicro server motherboards can be infected with unremovable malware,Baseboard management controller vulnerabilities make remote attacks possible.
,,,,,news,news,1.0,2025-09-23T22:23:22+00:00,https://arstechnica.com/ai/2025/09/when-no-means-yes-why-ai-chatbots-cant-process-persian-social-etiquette/,When “no” means “yes”: Why AI chatbots can’t process Persian social etiquette,New study examines how a helpful AI response could become a cultural disaster in Iran.
,,,,,news,news,1.0,2025-09-23T15:52:45+00:00,https://arstechnica.com/information-technology/2025/09/broadcoms-prohibitive-vmware-prices-create-a-learning-barrier-it-pro-says/,"Broadcom’s prohibitive VMware prices create a learning “barrier,” IT pro says",Public schools ran to VMware during the pandemic. Now they're running away.
,,,,,news,news,1.0,2025-09-22T17:54:33+00:00,https://arstechnica.com/security/2025/09/potent-atomic-credential-stealer-can-bypass-gatekeeper/,Here’s how potent Atomic credential stealer is finding its way onto Macs,LastPass warns it's one of the latest to see its well-known brand impersonated.
,,,,,news,news,1.0,2025-09-19T19:35:38+00:00,https://arstechnica.com/security/2025/09/two-of-the-kremlins-most-active-hack-groups-are-collaborating-eset-says/,"Two of the Kremlin’s most active hack groups are collaborating, ESET says",Turla is getting a helping hand from Gamaredon. Both are units of Russia's FSB.
,,,,,news,news,1.0,2025-09-19T00:00:37+00:00,https://arstechnica.com/security/2025/09/two-uk-teens-charged-in-connection-to-scattered-spider-ransomware-attacks/,Two UK teens charged in connection to Scattered Spider ransomware attacks,Ransomware group is one of the world's most prolific.
,,,,,news,news,1.0,2025-09-18T16:29:22+00:00,https://arstechnica.com/information-technology/2025/09/new-attack-on-chatgpt-research-agent-pilfers-secrets-from-gmail-inboxes/,New attack on ChatGPT research agent pilfers secrets from Gmail inboxes,"Unlike most prompt injections, ShadowLeak executes on OpenAI's cloud-based infrastructure."
,,,,,news,news,1.0,2025-09-18T14:31:22+00:00,https://arstechnica.com/security/2025/09/how-weak-passwords-and-other-failings-led-to-catastrophic-breach-of-ascension/,How weak passwords and other failings led to catastrophic breach of Ascension,"A deep-dive into Active Directory and how ""Kerberoasting"" breaks it wide open."
,,,,,news,news,1.0,2025-09-17T22:03:11+00:00,https://arstechnica.com/ai/2025/09/white-house-officials-reportedly-frustrated-by-anthropics-law-enforcement-ai-limits/,White House officials reportedly frustrated by Anthropic’s law enforcement AI limits,"Officials say Claude chatbot usage policies block FBI, Secret Service contractors' work."
,,,,,news,news,1.0,2025-09-16T20:09:22+00:00,https://arstechnica.com/ai/2025/09/chatgpt-may-soon-require-id-verification-from-adults-ceo-says/,"ChatGPT may soon require ID verification from adults, CEO says","Chatbot will ""default to the under-18 experience"" when age is uncertain after teen suicide lawsuit."
,,,,,news,news,1.0,2025-09-16T11:15:32+00:00,https://arstechnica.com/ai/2025/09/millions-turn-to-ai-chatbots-for-spiritual-guidance-and-confession/,Millions turn to AI chatbots for spiritual guidance and confession,Bible Chat hits 30 million downloads as users seek algorithmic absolution.
101.0,YPF,AR,energy_power,,linkedin,linkedin_membership,1.0,2025-10-01T17:37:00.301112+00:00,https://www.linkedin.com/company/ypf/,Membership: linkedin_membership,YPF
102.0,Ecopetrol,CO,energy_power,,linkedin,linkedin_membership,1.0,2025-10-01T17:37:00.301112+00:00,https://www.linkedin.com/company/ecopetrol/,Membership: linkedin_membership,Ecopetrol
101.0,Empresa Provincial de la Energía de Santa Fe,AR,energy_power,m,memberships,sbti,1.0,2025-02-12T00:00:00Z,https://sciencebasedtargets.org/...,Membership: sbti,YPF
102.0,Empresa Ferroviaria Andina,BO,transport_logistics,m,memberships,re100,1.0,2024-11-05T00:00:00Z,https://www.there100.org/...,Membership: re100,Ecopetrol
101.0,Empresa Provincial de la Energía de Santa Fe,AR,energy_power,m,linkedin,linkedin_membership,1.0,2025-10-03T15:29:48.708489+00:00,https://www.linkedin.com/company/ypf/,Membership: linkedin_membership,YPF
102.0,Empresa Ferroviaria Andina,BO,transport_logistics,m,linkedin,linkedin_membership,1.0,2025-10-03T15:29:48.708489+00:00,https://www.linkedin.com/company/ecopetrol/,Membership: linkedin_membership,Ecopetrol
